County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Albany,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-winged Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Albany,Animal,Birds,Wood-Warblers,Vermivora cyanoptera x chrysoptera,Brewster's Warbler,2000-2005,Protected Bird,not listed,SNA,GNA,Recently Confirmed
Albany,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Albany,Animal,Birds,Wrens,Cistothorus platensis,Sedge Wren,1991,Threatened,not listed,S3B,G5,Historically Confirmed
Albany,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Albany,Animal,Birds,Wrens,Troglodytes aedon,House Wren,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Albany,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Atrytonopsis hianna,Dusted Skipper,1987,not listed,not listed,S2S3,G4G5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Callophrys henrici,Henry's Elfin,2012,Special Concern,not listed,S1,G5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Callophrys irus,Frosted Elfin,2017,Threatened,not listed,S1S2,G2G3,Recently Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Erynnis martialis,Mottled Duskywing,2015,Special Concern,not listed,S1,G3,Recently Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Erynnis persius persius,Persius Duskywing,1963,Endangered,not listed,S1,G5T1T3,Historically Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Phyciodes batesii batesii,Tawny Crescent,1970,Special Concern,not listed,SH,G5T1,Historically Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Plebejus melissa samuelis,Karner Blue,2017,Endangered,Endangered,S1,G1G2,Recently Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Satyrium edwardsii,Edwards' Hairstreak,1987,not listed,not listed,S3S4,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Acronicta albarufa,Barrens Dagger Moth,1983,not listed,not listed,S1,G3G4,Historically Confirmed
Albany,Animal,Butterflies and Moths,Moths,Anisota senatoria,Orange-striped Oakworm Moth,2014,not listed,not listed,SU,G5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Apodrepanulatrix liberaria,A Geometer Moth,2016,not listed,not listed,S1S2,G3,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Bagisara rectifascia,Straight Lined Mallow Moth,2014,not listed,not listed,SU,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Catocala pretiosa pretiosa,Precious Underwing,not available,not listed,not listed,SH,G4T2,Possible but not Confirmed
Albany,Animal,Butterflies and Moths,Moths,Catocala umbrosa,An Underwing Moth,not available,not listed,not listed,SH,G5,Historically Confirmed
Albany,Animal,Butterflies and Moths,Moths,Cerma cora,Bird Dropping Moth,2018,not listed,not listed,S1S2,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Chaetaglaea cerata,Waxed Sallow,2014,not listed,not listed,S1S3,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Chytonix sensilis,Sensitive Chytonix,2016,not listed,not listed,S1S3,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Cleora projecta,Projecta Gray,2015,not listed,not listed,SU,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Dargida rubripennis,The Pink Streak,2016,not listed,not listed,SU,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Erastria coloraria,Broad-lined Catopyrrha,2016,not listed,not listed,S1S2,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Fagitana littera,Marsh Fern Moth,not available,not listed,not listed,S1S3,G4,Possible but not Confirmed
Albany,Animal,Butterflies and Moths,Moths,Hemileuca maia maia,Inland Barrens Buckmoth,2002,Special Concern,not listed,S1S2,G5T5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Macrochilo bivittata,Two-striped Cord Grass Moth,2014,not listed,not listed,S1S3,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Paectes abrostolella,A Notodontid Moth,2015,not listed,not listed,S1,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Papaipema sp. 2 nr. pterisii,Ostrich Fern Borer Moth,not available,not listed,not listed,S1S3,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Renia nemoralis,Chocolate Renia,2016,not listed,not listed,SU,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Speranza exonerata,Barrens Itame,2016,not listed,not listed,S1S3,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Sympistis dentata,Toothed Apharetra,1990,not listed,not listed,S2S4,G5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Virbia aurantiaca,Orange Holomelina,2015,not listed,not listed,SU,G5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Zale curema,Black-eyed Zale,2014,not listed,not listed,SU,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Zale lunifera,Pine Barrens Zale,2014,not listed,not listed,SU,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Zanclognatha martha,Pine Barrens Zanclognatha,2016,not listed,not listed,S1S2,G4,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Dragonflies,Anax longipes,Comet Darner,2006,not listed,not listed,S2S3,G5,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Dragonflies,Gomphurus vastus,Cobra Clubtail,2009,not listed,not listed,S1,G5,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Dragonflies,Neurocordulia obsoleta,Umber Shadowdragon,2008,not listed,not listed,S1,G5,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Dragonflies,Somatochlora kennedyi,Kennedy's Emerald,not available,not listed,not listed,S1S2,G5,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Dragonflies,Stylurus amnicola,Riverine Clubtail,1926,not listed,not listed,SH,G4,Historically Confirmed
Albany,Animal,Dragonflies and Damselflies,Dragonflies,Stylurus plagiatus,Russet-tipped Clubtail,2009,not listed,not listed,S1,G5,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Dragonflies,Williamsonia lintneri,Ringed Boghaunter,1874,not listed,not listed,SH,G3,Historically Confirmed
Albany,Animal,Fish,"Minnows, Shiners, Suckers",Couesius plumbeus,Lake Chub,not available,not listed,not listed,S2S3,G5,Historically Confirmed
Albany,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner,not available,not listed,not listed,S2?,G3,Historically Confirmed
Albany,Animal,Fish,Sturgeons and Paddlefish,Acipenser brevirostrum,Shortnose Sturgeon,2013,Endangered,Endangered,S1,G3,Recently Confirmed
Albany,Animal,Fish,Sturgeons and Paddlefish,Acipenser oxyrinchus,Atlantic Sturgeon,not available,Protected - no open season,Endangered,S1,G3,Recently Confirmed
Albany,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,not available,not listed,not listed,S2S3B,G3G4,Historically Confirmed
Albany,Animal,Mammals,Bats,Myotis leibii,Eastern Small-footed Myotis,2019,Special Concern,not listed,S1S3,G4,Recently Confirmed
Albany,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,2014,Threatened,Threatened,S1,G2G3,Recently Confirmed
Albany,Animal,Mammals,Bats,Myotis sodalis,Indiana Bat,2010,Endangered,Endangered,S1,G2,Recently Confirmed
Albany,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,2018,not listed,not listed,S1,G3G4,Recently Confirmed
Albany,Animal,Mammals,Rodents,Neotoma magister,Allegheny Woodrat,not available,Endangered,not listed,S1,G3G4,Extirpated
Albany,Animal,Mussels and Clams,Freshwater Mussels,Lampsilis cariosa,Yellow Lampmussel,1890,not listed,not listed,S2S3,G3G4,Historically Confirmed
Albany,Animal,Mussels and Clams,Freshwater Mussels,Leptodea ochracea,Tidewater Mucket,1890,not listed,not listed,S1,G3G4,Historically Confirmed
Albany,Animal,Mussels and Clams,Freshwater Mussels,Ligumia nasuta,Eastern Pondmussel,1904,not listed,not listed,S2,G4,Historically Confirmed
Albany,Animal,Mussels and Clams,Freshwater Mussels,Utterbackiana implicata,Alewife Floater,1984,not listed,not listed,S1,G5,Historically Confirmed
Albany,Animal,Other Animals,Other Animals,Apalone spinifera,Spiny Softshell,not available,Special Concern,not listed,S2S3,G5,Historically Confirmed
Albany,Animal,Other Animals,Other Animals,Chelydra serpentina,Snapping Turtle,1990-1999,Game with open season,not listed,S4S5,G5,Recently Confirmed
Albany,Animal,Other Animals,Other Animals,Chrysemys picta,Painted Turtle,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Other Animals,Other Animals,Clemmys guttata,Spotted Turtle,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Albany,Animal,Other Animals,Other Animals,Glyptemys insculpta,Wood Turtle,1990-1999,Special Concern,not listed,S3,G3,Recently Confirmed
Albany,Animal,Other Animals,Other Animals,Glyptemys muhlenbergii,Bog Turtle,1960,Endangered,Threatened,S2,G2G3,Historically Confirmed
Albany,Animal,Other Animals,Other Animals,Graptemys geographica,Common Map Turtle,1990-1999,Game with no open season,not listed,S3,G5,Recently Confirmed
Albany,Animal,Other Animals,Other Animals,Sternotherus odoratus,Common Musk Turtle,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Albany,Animal,Other Animals,Other Animals,Terrapene carolina,Eastern Box Turtle,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Agkistrodon contortrix,Copperhead,1990-1999,Game with no open season,not listed,S3,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Carphophis amoenus,Eastern Wormsnake,2009,Special Concern,not listed,S2,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Coluber constrictor,Racer,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,not available,Threatened,not listed,S3,G4,Extirpated
Albany,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Heterodon platirhinos,Eastern Hog-nosed Snake,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Nerodia sipedon,Northern Watersnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Opheodrys vernalis,Smooth Green Snake,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Pantherophis spiloides,Eastern Ratsnake,1990-1999,Game with no open season,not listed,S4,G4G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Thamnophis sauritus,Eastern Ribbonsnake,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Plant,Conifers,Conifers,Pinus echinata,Short-leaved Pine,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Albany,Plant,Ferns and Fern Allies,Ferns,Cryptogramma stelleri,Slender Cliffbrake,not available,not listed,not listed,S4,G5,Recently Confirmed
Albany,Plant,Ferns and Fern Allies,Ferns,Ophioglossum pusillum,Northern Adder's Tongue,not available,Endangered,not listed,S1,G5,Historically Confirmed
Albany,Plant,Ferns and Fern Allies,Ferns,Pellaea glabella ssp. glabella,Smooth Cliffbrake,2020,Threatened,not listed,S2,G5T5,Recently Confirmed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens beckii,Beck's Water Marigold,not available,Rare,not listed,S3,G5,Historically Confirmed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens bidentoides,Estuary Beggar Ticks,2016,Rare,not listed,S3,G3G4,Recently Confirmed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Gamochaeta purpurea,Purple Cudweed,not available,Endangered,not listed,S1,G5,Historically Confirmed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Tall Hairy Lettuce,not available,Endangered,not listed,S1,G5?,Possible but not Confirmed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Liatris scariosa var. novae-angliae,Northern Blazing Star,not available,Threatened,not listed,S2,G5?T3,Historically Confirmed
Fulton,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,2000-2005,not listed,not listed,SNA,G5,Recently Confirmed
Fulton,Animal,Birds,Owls,Aegolius acadicus,Northern Saw-whet Owl,2000-2005,Protected Bird,not listed,S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Petasites frigidus var. palmatus,Sweet Coltsfoot,2001,Endangered,not listed,S1,G5T5,Recently Confirmed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ohioensis,Ohio Goldenrod,not available,Threatened,not listed,S2,G4,Possible but not Confirmed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ptarmicoides,Upland White Flat-topped Goldenrod,not available,Rare,not listed,S3,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Grasses,Bouteloua curtipendula var. curtipendula,Side Oats Grama,1996,Endangered,not listed,S2,G5T5,Recently Confirmed
Albany,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. inexpansa,New England Northern Reed Grass,not available,Threatened,not listed,S2,G5T5,Historically Confirmed
Albany,Plant,Flowering Plants,Grasses,Cenchrus tribuloides,Dune Sandspur,1890,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Grasses,Digitaria filiformis var. filiformis,Slender Crab Grass,not available,Endangered,not listed,S1,G5TNR,Possible but not Confirmed
Albany,Plant,Flowering Plants,Grasses,Poa paludigena,Slender Marsh Blue Grass,1990,Endangered,not listed,S1,G3G4,Recently Confirmed
Albany,Plant,Flowering Plants,Grasses,Poa sylvestris,Forest Blue Grass,1991,Endangered,not listed,S1,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Grasses,Sporobolus heterolepis,Prairie Dropseed,1962,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Orchids,Aplectrum hyemale,Puttyroot,1959,Endangered,not listed,S1,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Orchids,Coeloglossum viride,Long-bracted Orchid,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Orchids,Cypripedium arietinum,Ram's Head Lady's Slipper,1980,Threatened,not listed,S2,G3,Recently Confirmed
Albany,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. makasin,Small Northern Yellow Lady's Slipper,not available,not listed,not listed,S4,G5T4T5,Historically Confirmed
Albany,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. parviflorum,Small Southern Yellow Lady's Slipper,not available,Endangered,not listed,SH,G5T3T5,Historically Confirmed
Albany,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper,not available,not listed,not listed,S4,G5T5,Recently Confirmed
Albany,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper,not available,Rare,not listed,S3,G4G5,Recently Confirmed
Albany,Plant,Flowering Plants,Orchids,Liparis liliifolia,Lily-leaved Twayblade,1932,Endangered,not listed,S1,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Orchids,Malaxis bayardii,Bayard's Adder's Mouth Orchid,1997,Endangered,not listed,S1,G1G2,Recently Confirmed
Albany,Plant,Flowering Plants,Orchids,Platanthera ciliaris,Orange Fringed Orchid,not available,Endangered,not listed,S1,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,1937,Endangered,not listed,S1,G4,Historically Confirmed
Albany,Plant,Flowering Plants,Orchids,Triphora trianthophoros ssp. trianthophoros,Three Birds Orchid,not available,Threatened,not listed,S2,G4?T4?,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant Hyssop,2017,Threatened,not listed,S2S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Agrimonia rostellata,Woodland Agrimony,1933,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,1907,Endangered,not listed,S1S2,G5T4T5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Angelica venenosa,Hairy Angelica,not available,Endangered,not listed,S1,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed,not available,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Astragalus canadensis var. canadensis,Canada Milk Vetch,not available,Endangered,not listed,S1,G5T5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Blephilia ciliata,Downy Wood Mint,1998,Endangered,not listed,S1,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Boechera grahamii,Graham's Rock Cress,not available,Threatened,not listed,S2S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Borodinia missouriensis,Green Rock Cress,2021,Threatened,not listed,S2,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet,not available,not listed,not listed,S4,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Crataegus lumaria,Thorny Hawthorn,not available,Endangered,not listed,SH,G3G4,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Hairy Small-leaved Tick Trefoil,1910,Threatened,not listed,S2S3,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Desmodium laevigatum,Smooth Tick Trefoil,1928,Endangered,not listed,SH,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Desmodium nuttallii,Nuttall's Tick Trefoil,not available,Endangered,not listed,SH,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Desmodium obtusum,Rigid Tick Trefoil,not available,Endangered,not listed,S1,G4G5,Possible but not Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Elatine americana,American Waterwort,1937,Endangered,not listed,S1,G4,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Eriocaulon parkeri,Estuary Hatpins,1936,not listed,not listed,SX,G3,Extirpated
Albany,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Cream-colored Avens,1991,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Hackelia deflexa ssp. americana,Northern Stickseed,1951,Endangered,not listed,S1,G5T5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Hedeoma hispida,Rough Pennyroyal,1995,Threatened,not listed,S2S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Heteranthera reniformis,Mud Plantain,not available,Rare,not listed,S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Hydrastis canadensis,Goldenseal,2021,Threatened,not listed,S2,G3G4,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,not available,Rare,not listed,S3,G4T4,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,not available,not listed,not listed,S4,G3,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Bushy Bush Clover,not available,Rare,not listed,S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Limosella australis,Atlantic Mudwort,not available,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Linum sulcatum,Grooved Yellow Flax,1939,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Lithospermum latifolium,American Gromwell,not available,Threatened,not listed,S2,G4,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Lithospermum virginianum,Virginia False Gromwell,1923,Endangered,not listed,S1,G4,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Lobelia nuttallii,Nuttall's Lobelia,not available,Rare,not listed,S3,G4G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,not available,Rare,not listed,S3,G5T4?,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Lycopus rubellus,Stalked Bugleweed,not available,Endangered,not listed,S1,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Monarda media,Purple Wild Bergamot,not available,Endangered,not listed,S1,G4?,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Najas muenscheri,Hudson River Water Nymph,2016,Endangered,not listed,S2,G5T2,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Oenothera laciniata,Cut-leaved Evening Primrose,1920,Endangered,not listed,S1,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel,2004,Threatened,not listed,S2S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng,not available,not listed,not listed,S4,G3G4,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Marsh Lousewort,1948,Threatened,not listed,S2S3,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,1955,Endangered,not listed,S1S2,G4,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Physalis virginiana var. virginiana,Virginia Ground Cherry,not available,Endangered,not listed,SH,G5T5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Plantago cordata,Heart-leaved Plantain,2001,Rare,not listed,S3,G4,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Polygonum buxiforme,American Knotweed,1974,Endangered,not listed,S1S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Polygonum erectum,Erect Knotweed,not available,Rare,not listed,S2S3,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Pleated-leaved Knotweed,not available,Rare,not listed,S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Pterospora andromedea,Pine Drops,1835,Endangered,not listed,S1,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum verticillatum var. verticillatum,Whorled Mountain Mint,not available,Endangered,not listed,S1S2,G5T5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Ranunculus ambigens,American Spearwort,not available,Endangered,not listed,S1S2,G4,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Rotala ramosior,Toothcup,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Sagittaria montevidensis ssp. spongiosa,Spongy-leaved Arrowhead,not available,Threatened,not listed,S2,G5T4,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Sagittaria subulata,Awl-leaved Arrowhead,not available,Rare,not listed,S3,G4,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass,not available,Rare,not listed,S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Schwalbea americana,Chaffseed,1865,not listed,Endangered,SX,G2,Extirpated
Albany,Plant,Flowering Plants,Other Flowering Plants,Scutellaria nervosa,Veined Skullcap,not available,not listed,not listed,SX,G5,Possible but not Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Sparganium natans,Small Bur-reed,not available,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Stachys hyssopifolia var. hyssopifolia,Hyssop Hedge Nettle,not available,Threatened,not listed,S2,G5T4T5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Trichostema brachiatum,False Pennyroyal,not available,Rare,not listed,S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Trillium cernuum,Nodding Trillium,not available,Rare,not listed,S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Triosteum perfoliatum,Perfoliate-leaved Horse Gentian,not available,Rare,not listed,S3,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Utricularia radiata,Small Swollen Bladderwort,not available,Threatened,not listed,S2,G4,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Valeriana uliginosa,Marsh Valerian,1974,Endangered,not listed,S1S2,G4,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Veronica peregrina ssp. xalapensis,Glandular Speedwell,not available,Rare,not listed,S3,G5T5,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,not available,Threatened,not listed,S2,G4,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Viola hirsutula,Southern Wood Violet,not available,Endangered,not listed,SH,G4,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,1942,Endangered,not listed,S1,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Viola pedata var. pedata,Bird's Foot Violet,2020,Threatened,not listed,S2,G5TNR,Recently Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Xyris torta,Slender Yellow-eyed Grass,not available,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Rushes,Juncus dichotomus,Forked Rush,not available,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Sedges,Carex amphibola,Ambiguous Sedge,not available,not listed,not listed,S4,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Sedges,Carex backii,Back's Sedge,1987,Rare,not listed,S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Sedges,Carex bicknellii,Bicknell's Sedge,not available,Rare,not listed,S3,G5T5,Recently Confirmed
Albany,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge,not available,Rare,not listed,S3,G4,Historically Confirmed
Albany,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge,not available,Threatened,not listed,S2,G5,Historically Confirmed
